year,season,hours,hibernation_hours,distance_km,water_scarcity_hours,organic_scarcity_hours,nitrogen_scarcity_hours,thermal_scarcity_hours,water_min,water_mean,water_max,organic_min,organic_mean,organic_max,electricity_min,electricity_mean,electricity_max,organic_nitrogen_min,organic_nitrogen_mean,organic_nitrogen_max,structural_nitrogen_min,structural_nitrogen_mean,structural_nitrogen_max,heat_min,heat_mean,heat_max,body_temperature_min,body_temperature_mean,body_temperature_max,total_mass_min,total_mass_mean,total_mass_max,activities,actions
1,Winter,2160,0,401.645395,0,0,0,0,1551.154419,2033.187256,2786.724365,293.710449,1006.748962,2388.704346,183.416245,275.435333,279.717896,7.695836,12.545764,19.131392,177.29567,178.7034,179.651077,0,0.112484,2.574408,17.999996,17.999998,18,18597.044922,20697.873047,23177.458984,"Travel:412|CollectWater:17|HarvestLiveBiomass:11|HarvestDryBiomass:228|DryOrganicMatter:33|CollectChitin:19","burn dry organic matter:720|heat caravan:720|reject heat:720|move:387|movement water loss:387|movement organic maintenance:387|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|grow Парус:246|grow Резервуар:252|grow Органическое хранилище:403|grow Каркас:254|capture dust:572|power intake and harvest:627|generate solar electricity:274|grow Солнечный лист:255|harvest dry biomass:228|grow Биореактор / топка:148|grow Сборщик сухой массы:147|harvest live biomass:11|grow Жатка живой массы:53|grow Тепловой орган:6|withdraw surface water:9|grow Водозабор:4|grow Охлаждающий орган:12|grow Ростовая ткань:8|collect chitin:9|atrophy Солнечный лист:360|atrophy Водозабор:360|atrophy Снегосборник:360|atrophy Жатка живой массы:360|atrophy Сушильный орган:360|atrophy Электромотор:360|atrophy Тепловой орган:360|atrophy Парус:14|spoil wet organic matter:69|atrophy Сборщик сухой массы:67|atrophy Ростовая ткань:241|grow Сушильный орган:3"
1,Spring,2208,0,704.101751,0,0,0,0,1569.613159,1987.533691,2415.611816,930.012085,1298.095703,1529.660156,212.831528,274.500641,279.716583,11.752283,15.991163,18.95389,179.036957,179.261627,179.536057,0,0.348009,8.804619,18,18,18,20341.617188,21742.130859,22650.482422,"Travel:258|CollectWater:24|HarvestLiveBiomass:10|HarvestDryBiomass:244|DryOrganicMatter:187|CollectChitin:13","capture dust:396|burn dry organic matter:736|power intake and harvest:495|heat caravan:508|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|atrophy Солнечный лист:303|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|harvest dry biomass:156|move:433|movement water loss:433|movement organic maintenance:433|grow Сборщик сухой массы:148|grow Органическое хранилище:259|grow Биореактор / топка:148|generate solar electricity:396|grow Парус:105|grow Солнечный лист:167|grow Резервуар:111|grow Каркас:114|withdraw surface water:11|harvest live biomass:10|grow Охлаждающий орган:62|collect chitin:6|grow Ростовая ткань:9|grow Водозабор:6|grow Тепловой орган:6|grow Жатка живой массы:6"
1,Summer,2208,0,859.977871,0,0,0,0,1598.651489,2013.520386,2413.375,1227.189819,1380.440674,1520.935303,216.03656,273.396851,279.717255,15.513521,17.029308,18.588377,178.609314,178.819031,179.040329,0,0.446546,7.07235,18,18.423914,25.066286,21589.746094,22177.53125,22819.003906,"Travel:222|CollectWater:27|HarvestLiveBiomass:10|HarvestDryBiomass:233|DryOrganicMatter:226|CollectChitin:18","burn dry organic matter:736|reject heat:736|spoil wet organic matter:736|move:474|movement water loss:474|movement organic maintenance:474|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Водозабор:9|grow Резервуар:81|grow Тепловой орган:9|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|withdraw surface water:13|power intake and harvest:436|generate solar electricity:436|harvest dry biomass:154|capture dust:315|grow Сборщик сухой массы:136|grow Органическое хранилище:217|grow Биореактор / топка:136|grow Солнечный лист:144|grow Охлаждающий орган:72|grow Парус:72|grow Каркас:83|harvest live biomass:10|grow Жатка живой массы:9|grow Ростовая ткань:11|collect chitin:8|heat caravan:32"
1,Autumn,2184,69,438.348901,0,0,0,63,1625.082153,2031.027466,2452.625488,1055.985107,1253.522339,1572.676514,0,224.881622,279.714386,13.6889,15.629405,19.379917,177.48024,178.100983,178.61055,0,0.231415,4.687386,7.078126,17.528599,18.000004,21337.041016,22127.445313,23071.074219,"Hibernate:23|Travel:144|CollectWater:24|HarvestLiveBiomass:3|HarvestDryBiomass:105|DryOrganicMatter:425|CollectChitin:4","capture dust:200|burn dry organic matter:321|power intake and harvest:255|reject heat:392|spoil wet organic matter:561|move:285|movement water loss:285|movement organic maintenance:285|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:697|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|harvest dry biomass:90|heat caravan:668|grow Сборщик сухой массы:51|grow Органическое хранилище:100|grow Биореактор / топка:51|grow Парус:46|grow Солнечный лист:56|grow Резервуар:47|grow Каркас:48|generate solar electricity:314|grow Охлаждающий орган:10|withdraw surface water:21|harvest live biomass:26|grow Жатка живой массы:3|grow Ростовая ткань:2|collect chitin:2|atrophy Ростовая ткань:473|atrophy Сборщик сухой массы:438|atrophy Охлаждающий орган:256|atrophy Биореактор / топка:195|enter hibernation:2|collect snow:10|melt collected snow:8|hibernate:23|leave hibernation:2|dry wet organic matter:1|atrophy Солнечный лист:150|grow Сушильный орган:2|grow Водозабор:1|grow Снегосборник:1|grow Тепловой орган:1"
2,Winter,2160,0,552.785058,0,0,0,0,1656.782471,2066.548096,2477.497559,1405.95459,1856.591797,2289.350342,247.258469,275.968628,279.702515,17.677013,22.823626,28.180895,176.842682,177.033768,177.296432,0,0.189198,4.893238,17.999996,17.999996,17.999996,22567.599609,24233.285156,26114.867188,"Travel:413|CollectWater:23|HarvestLiveBiomass:9|HarvestDryBiomass:227|DryOrganicMatter:35|CollectChitin:13","harvest dry biomass:218|capture dust:491|burn dry organic matter:720|power intake and harvest:572|heat caravan:720|reject heat:720|move:367|movement water loss:367|movement organic maintenance:367|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|atrophy Солнечный лист:720|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|atrophy Тепловой орган:720|grow Сборщик сухой массы:118|grow Органическое хранилище:255|grow Биореактор / топка:118|atrophy Ростовая ткань:2|grow Парус:128|grow Солнечный лист:136|grow Резервуар:133|grow Каркас:133|generate solar electricity:277|collect chitin:6|harvest live biomass:9|grow Жатка живой массы:9|grow Сушильный орган:14|withdraw surface water:13|grow Ростовая ткань:5|grow Водозабор:5|grow Снегосборник:2|grow Тепловой орган:5|spoil wet organic matter:123|grow Охлаждающий орган:8"
2,Spring,2208,0,751.411109,0,0,0,0,1674.137451,2043.998169,2421.937256,1806.972778,2026.11084,2198.443359,229.870682,273.282196,279.48822,22.207485,24.88991,26.794712,176.800171,176.855728,176.970444,0,0.427597,7.523907,17.999996,17.999996,17.999996,23928.183594,24665.224609,25270.855469,"Travel:284|CollectWater:26|HarvestLiveBiomass:9|HarvestDryBiomass:199|DryOrganicMatter:205|CollectChitin:13","harvest dry biomass:128|burn dry organic matter:736|power intake and harvest:469|heat caravan:480|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Сборщик сухой массы:125|grow Органическое хранилище:229|grow Биореактор / топка:125|atrophy Солнечный лист:288|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|move:446|movement water loss:446|movement organic maintenance:446|grow Парус:95|grow Солнечный лист:167|grow Резервуар:97|grow Каркас:102|capture dust:381|generate solar electricity:395|grow Сушильный орган:81|grow Охлаждающий орган:72|withdraw surface water:13|grow Ростовая ткань:7|collect chitin:6|harvest live biomass:9|grow Жатка живой массы:9|grow Водозабор:2|grow Снегосборник:2|grow Тепловой орган:2"
2,Summer,2208,0,822.906955,0,0,0,0,1710.558472,2073.026123,2432.749023,1505.005615,1717.710449,2013.124146,228.382278,273.091583,279.670929,18.993052,21.124292,24.387304,176.776245,176.79538,176.826752,0,0.457186,8.06123,17.999996,17.999996,17.999996,23186.523438,23863.019531,24702.451172,"Travel:264|CollectWater:29|HarvestLiveBiomass:11|HarvestDryBiomass:190|DryOrganicMatter:232|CollectChitin:10","withdraw surface water:15|capture dust:338|burn dry organic matter:736|power intake and harvest:434|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|harvest dry biomass:131|move:449|movement water loss:449|movement organic maintenance:449|generate solar electricity:437|grow Сборщик сухой массы:114|grow Органическое хранилище:219|grow Биореактор / топка:114|grow Солнечный лист:175|grow Сушильный орган:91|grow Охлаждающий орган:81|grow Парус:94|grow Резервуар:100|grow Каркас:102|harvest live biomass:11|grow Жатка живой массы:11|collect chitin:5|grow Ростовая ткань:8|grow Водозабор:6|grow Снегосборник:6|grow Тепловой орган:6|heat caravan:21"
2,Autumn,2184,0,849.965826,0,0,0,0,1722.414917,2088.862793,2452.586426,1454.157471,1785.687988,2102.153076,139.532425,267.588043,279.700073,19.256783,21.945889,25.69986,176.804199,176.858109,176.904022,0,0.516174,6.612774,17.999996,17.999996,17.999996,23234.001953,24218.789063,25237.173828,"Travel:337|CollectWater:29|HarvestLiveBiomass:9|HarvestDryBiomass:178|DryOrganicMatter:159|CollectChitin:16","capture dust:352|burn dry organic matter:689|power intake and harvest:440|reject heat:690|spoil wet organic matter:602|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|heat caravan:707|generate solar electricity:320|move:405|movement water loss:405|movement organic maintenance:405|harvest dry biomass:109|grow Сборщик сухой массы:100|grow Органическое хранилище:223|grow Биореактор / топка:100|grow Солнечный лист:152|grow Сушильный орган:9|grow Охлаждающий орган:37|grow Парус:115|grow Резервуар:121|grow Каркас:126|withdraw surface water:15|harvest live biomass:9|grow Водозабор:6|grow Тепловой орган:6|grow Жатка живой массы:8|grow Ростовая ткань:11|collect chitin:8|atrophy Солнечный лист:171"
3,Winter,2160,0,560.843997,0,0,0,0,1817.960327,2264.360352,2789.460449,2160.427734,2481.046875,2731.193848,241.04216,276.888367,279.703491,26.559011,30.421728,33.532276,176.846832,177.759064,179.560822,0,0.240182,6.18568,17.999996,17.999996,17.999996,25435.003906,26830.117188,28225.396484,"Travel:457|CollectWater:29|HarvestLiveBiomass:9|HarvestDryBiomass:176|DryOrganicMatter:47|CollectChitin:2","capture dust:496|burn dry organic matter:720|power intake and harvest:563|heat caravan:720|reject heat:720|move:353|movement water loss:353|movement organic maintenance:353|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|grow Парус:168|grow Солнечный лист:181|grow Резервуар:175|grow Органическое хранилище:269|grow Каркас:168|atrophy Солнечный лист:720|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|atrophy Тепловой орган:720|generate solar electricity:271|withdraw surface water:15|harvest dry biomass:165|grow Сборщик сухой массы:93|grow Биореактор / топка:93|harvest live biomass:9|grow Жатка живой массы:8|grow Водозабор:7|grow Тепловой орган:7|spoil wet organic matter:316|grow Охлаждающий орган:13|collect chitin:1"
3,Spring,2208,0,787.581127,0,0,0,0,1851.570679,2201.314453,2556.510254,2165.618408,2541.946533,2763.560791,226.261871,273.220337,279.702057,27.077805,31.173706,33.879269,176.88739,177.143417,177.426773,0,0.496806,6.583103,17.999996,17.999996,17.999996,25938.625,26961.851563,27713.560547,"Travel:320|CollectWater:32|HarvestLiveBiomass:11|HarvestDryBiomass:163|DryOrganicMatter:190|CollectChitin:20","capture dust:415|burn dry organic matter:736|power intake and harvest:487|heat caravan:392|reject heat:736|spoil wet organic matter:736|move:424|movement water loss:424|movement organic maintenance:424|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|atrophy Солнечный лист:268|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|harvest dry biomass:102|grow Сборщик сухой массы:100|grow Органическое хранилище:215|grow Биореактор / топка:100|grow Парус:104|grow Солнечный лист:196|grow Резервуар:112|grow Каркас:116|generate solar electricity:394|harvest live biomass:11|grow Жатка живой массы:11|withdraw surface water:16|grow Охлаждающий орган:92|collect chitin:10|grow Ростовая ткань:12|grow Водозабор:8|grow Тепловой орган:8"
