year,season,hours,hibernation_hours,distance_km,water_scarcity_hours,organic_scarcity_hours,nitrogen_scarcity_hours,thermal_scarcity_hours,water_min,water_mean,water_max,organic_min,organic_mean,organic_max,electricity_min,electricity_mean,electricity_max,organic_nitrogen_min,organic_nitrogen_mean,organic_nitrogen_max,structural_nitrogen_min,structural_nitrogen_mean,structural_nitrogen_max,heat_min,heat_mean,heat_max,body_temperature_min,body_temperature_mean,body_temperature_max,total_mass_min,total_mass_mean,total_mass_max,activities,actions
1,Winter,2160,0,362.46852,0,1047,1047,0,1551.250488,2136.377441,2786.724365,338.400757,864.22522,2008.56543,183.416245,275.371674,279.537689,7.523016,10.518184,17.80719,178.884003,179.964188,180.953568,0,0.089221,2.388514,17.999996,17.999998,18,18420.222656,19980.324219,22340.494141,"Travel:443|CollectWater:18|HarvestDryBiomass:237|DryOrganicMatter:3|CollectChitin:19","burn dry organic matter:720|heat caravan:720|reject heat:720|move:377|movement water loss:377|movement organic maintenance:377|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|grow Парус:339|grow Резервуар:350|grow Органическое хранилище:532|grow Каркас:351|capture dust:588|power intake and harvest:629|generate solar electricity:273|grow Солнечный лист:339|harvest dry biomass:236|grow Биореактор / топка:193|grow Сборщик сухой массы:192|grow Тепловой орган:11|withdraw surface water:10|grow Водозабор:9|grow Охлаждающий орган:3|grow Ростовая ткань:12|collect chitin:9|atrophy Парус:125|atrophy Солнечный лист:360|atrophy Водозабор:360|atrophy Снегосборник:360|atrophy Жатка живой массы:360|atrophy Сушильный орган:360|atrophy Электромотор:360|atrophy Тепловой орган:360|spoil wet organic matter:62|atrophy Сборщик сухой массы:92|atrophy Ростовая ткань:248|grow Снегосборник:1"
1,Spring,2208,0,406.194241,0,2208,2208,0,1609.476196,2066.587158,2532.335449,606.987305,779.905762,943.906982,246.840836,276.005035,278.711914,8.012876,9.31899,10.520476,179.906174,180.218948,180.612778,0,0.117428,5.063681,18,18,18,18596.638672,19187.113281,19710.912109,"Travel:449|CollectWater:21|HarvestDryBiomass:255|CollectChitin:11","harvest dry biomass:138|capture dust:540|burn dry organic matter:736|power intake and harvest:594|heat caravan:518|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Сборщик сухой массы:255|grow Органическое хранилище:704|grow Биореактор / топка:255|atrophy Парус:439|atrophy Солнечный лист:329|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|move:352|movement water loss:352|movement organic maintenance:352|grow Парус:449|grow Солнечный лист:449|grow Резервуар:470|grow Каркас:460|generate solar electricity:398|grow Водозабор:21|grow Тепловой орган:21|withdraw surface water:10|grow Ростовая ткань:11|collect chitin:6"
1,Summer,2208,0,502.316546,0,2208,2208,0,1739.426758,2188.580566,2658.193115,706.7323,887.25238,1075.516235,235.983673,274.987854,278.39035,9.384309,10.576943,11.835443,180.613968,181.078888,181.620743,0,0.157853,6.217281,18,18.402176,24.59609,18826.46875,19366.873047,19939.974609,"Travel:468|CollectWater:24|HarvestDryBiomass:227|CollectChitin:17","harvest dry biomass:120|capture dust:484|burn dry organic matter:736|power intake and harvest:548|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Сборщик сухой массы:227|grow Органическое хранилище:695|grow Биореактор / топка:227|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|move:363|movement water loss:363|movement organic maintenance:363|grow Парус:468|grow Солнечный лист:468|grow Резервуар:492|grow Каркас:485|generate solar electricity:440|grow Водозабор:24|grow Тепловой орган:24|withdraw surface water:12|collect chitin:8|grow Ростовая ткань:17|heat caravan:28"
1,Autumn,2184,33,440.51634,0,363,363,69,1870.74353,2304.178955,2706.660645,67.473419,1004.908264,1966.243042,0,225.875076,277.892761,10.440586,14.298695,17.61726,180.952332,181.507278,181.93576,0,0.193705,4.602585,8.18092,17.691196,18.000004,19131.75,21240.597656,22182.980469,"Hibernate:11|Travel:198|CollectWater:22|HarvestLiveBiomass:18|HarvestDryBiomass:97|DryOrganicMatter:377|CollectChitin:5","burn dry organic matter:341|reject heat:401|spoil wet organic matter:563|move:276|movement water loss:276|movement organic maintenance:276|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:699|grow Парус:133|grow Солнечный лист:143|grow Резервуар:140|grow Органическое хранилище:209|grow Каркас:135|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|capture dust:269|power intake and harvest:321|heat caravan:686|grow Водозабор:7|grow Тепловой орган:7|withdraw surface water:11|generate solar electricity:315|harvest dry biomass:69|grow Сборщик сухой массы:76|grow Биореактор / топка:76|harvest live biomass:29|grow Жатка живой массы:17|grow Охлаждающий орган:10|grow Ростовая ткань:2|collect chitin:2|atrophy Сборщик сухой массы:504|atrophy Охлаждающий орган:276|atrophy Ростовая ткань:301|atrophy Биореактор / топка:211|enter hibernation:1|collect snow:7|hibernate:11|melt collected snow:4|leave hibernation:1|dry wet organic matter:1|atrophy Солнечный лист:151|grow Снегосборник:1"
2,Winter,2160,0,528.457446,0,0,0,0,1943.992188,2459.344238,3108.832764,1088.793945,1265.767578,1565.418945,244.522156,275.594818,278.560425,13.156315,15.252264,18.839737,180.447861,182.196472,185.240585,0,0.162887,5.367832,17.999996,17.999996,17.999996,21593.917969,22646.189453,24255.259766,"Travel:441|CollectWater:22|HarvestDryBiomass:210|DryOrganicMatter:34|CollectChitin:13","capture dust:492|burn dry organic matter:720|power intake and harvest:559|heat caravan:720|reject heat:720|move:380|movement water loss:380|movement organic maintenance:380|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|atrophy Солнечный лист:720|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|atrophy Тепловой орган:720|atrophy Ростовая ткань:25|harvest dry biomass:194|grow Сборщик сухой массы:107|grow Органическое хранилище:233|grow Биореактор / топка:107|generate solar electricity:277|grow Парус:126|grow Солнечный лист:137|grow Резервуар:129|grow Каркас:130|grow Ростовая ткань:4|collect chitin:6|grow Водозабор:3|grow Снегосборник:3|grow Тепловой орган:3|withdraw surface water:12|atrophy Парус:153|spoil wet organic matter:118|grow Сушильный орган:10|grow Охлаждающий орган:11"
2,Spring,2208,0,716.107171,0,771,771,0,1945.68396,2349.808838,2744.557861,758.671265,1089.730347,1416.746582,247.284592,274.53125,279.268616,11.609772,13.051395,14.573457,180.351944,180.470795,180.980118,0,0.326014,4.76333,17.999996,17.999996,17.999996,21161.289063,21815.410156,22467.568359,"Travel:288|CollectWater:25|HarvestDryBiomass:200|DryOrganicMatter:207|CollectChitin:16","burn dry organic matter:736|heat caravan:476|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|atrophy Солнечный лист:296|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|generate solar electricity:393|move:437|movement water loss:437|movement organic maintenance:437|harvest dry biomass:124|power intake and harvest:439|grow Сборщик сухой массы:140|grow Органическое хранилище:289|grow Биореактор / топка:140|grow Парус:149|grow Солнечный лист:274|grow Резервуар:156|grow Каркас:164|capture dust:355|grow Ростовая ткань:15|collect chitin:6|withdraw surface water:12|grow Сушильный орган:204|grow Охлаждающий орган:125|grow Жатка живой массы:79|grow Водозабор:7|grow Снегосборник:7|grow Тепловой орган:7"
2,Summer,2208,0,814.218196,0,2208,2208,0,2021.787231,2445.272217,2883.550781,707.739014,1125.750122,1544.319336,237.315155,271.492584,278.363129,12.023157,13.315836,14.590433,180.983002,182.126526,183.328491,0,0.389837,6.277695,17.999996,17.999996,17.999996,20763.708984,21296.433594,21918.066406,"Travel:268|CollectWater:28|HarvestDryBiomass:190|DryOrganicMatter:239|CollectChitin:11","capture dust:351|burn dry organic matter:736|power intake and harvest:437|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:268|grow Солнечный лист:507|grow Резервуар:296|grow Органическое хранилище:458|grow Каркас:279|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|move:462|movement water loss:462|movement organic maintenance:462|grow Жатка живой массы:190|grow Сборщик сухой массы:190|grow Сушильный орган:429|grow Биореактор / топка:190|harvest dry biomass:123|generate solar electricity:435|grow Охлаждающий орган:239|grow Водозабор:28|grow Снегосборник:28|grow Тепловой орган:28|withdraw surface water:14|grow Ростовая ткань:11|collect chitin:5|heat caravan:21"
2,Autumn,2184,0,598.154546,0,1371,1371,0,2163.341553,2629.544434,3079.834229,312.283661,1291.491577,2268.203369,244.494797,272.843018,277.604095,13.245673,15.863779,21.194746,183.331833,184.488022,185.200104,0,0.223975,3.974642,17.999996,17.999996,17.999996,20775.941406,22050.658203,24233.507813,"Travel:468|CollectWater:26|HarvestLiveBiomass:34|HarvestDryBiomass:157|DryOrganicMatter:28|CollectChitin:15","capture dust:359|burn dry organic matter:720|power intake and harvest:436|reject heat:720|spoil wet organic matter:609|move:353|movement water loss:353|movement organic maintenance:353|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Парус:396|grow Солнечный лист:407|grow Резервуар:414|grow Органическое хранилище:543|grow Каркас:407|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|heat caravan:707|grow Жатка живой массы:122|grow Сборщик сухой массы:147|grow Сушильный орган:29|grow Биореактор / топка:147|harvest dry biomass:91|generate solar electricity:322|grow Водозабор:18|grow Тепловой орган:18|withdraw surface water:13|collect chitin:8|grow Ростовая ткань:11|harvest live biomass:16|grow Охлаждающий орган:11|atrophy Сборщик сухой массы:151|atrophy Солнечный лист:190"
3,Winter,2160,0,410.794838,0,771,771,0,2365.054688,3032.998047,3998.933594,556.531738,1620.870605,2829.256836,245.384628,274.500732,279.284576,16.801657,19.186043,23.001602,185.23143,189.112411,197.176666,0,0.119184,5.352297,17.999996,17.999996,17.999996,23140.140625,23818.074219,24302.509766,"Travel:512|CollectWater:23|HarvestDryBiomass:156|DryOrganicMatter:27|CollectChitin:2","capture dust:534|burn dry organic matter:720|power intake and harvest:571|heat caravan:720|reject heat:720|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|atrophy Солнечный лист:720|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|atrophy Тепловой орган:720|harvest dry biomass:145|move:326|movement water loss:326|movement organic maintenance:326|grow Сборщик сухой массы:106|grow Органическое хранилище:400|grow Биореактор / топка:106|generate solar electricity:273|grow Парус:294|grow Солнечный лист:294|grow Резервуар:302|grow Каркас:296|withdraw surface water:12|atrophy Парус:436|spoil wet organic matter:313|atrophy Ростовая ткань:119|atrophy Сборщик сухой массы:248|grow Жатка живой массы:48|grow Водозабор:8|grow Тепловой орган:8|collect chitin:1|grow Ростовая ткань:2"
3,Spring,2208,0,775.0029,0,2070,2070,0,2422.812988,2821.037354,3254.411865,982.097229,1430.423584,1946.13916,249.963242,273.727356,279.315613,15.687585,16.963589,18.622952,185.269485,185.979294,187.412613,0,0.352226,4.263588,17.999996,17.999996,17.999996,22941.664063,23630.605469,24286.035156,"Travel:324|CollectWater:28|HarvestDryBiomass:153|DryOrganicMatter:207|CollectChitin:24","capture dust:392|burn dry organic matter:736|power intake and harvest:464|heat caravan:396|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|atrophy Парус:58|atrophy Солнечный лист:264|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|atrophy Ростовая ткань:43|move:445|movement water loss:445|movement organic maintenance:445|harvest dry biomass:102|grow Сборщик сухой массы:129|grow Органическое хранилище:349|grow Биореактор / топка:129|generate solar electricity:394|grow Парус:220|grow Солнечный лист:370|grow Резервуар:239|grow Каркас:235|withdraw surface water:14|grow Ростовая ткань:15|collect chitin:10|grow Охлаждающий орган:150|grow Водозабор:19|grow Тепловой орган:19|grow Жатка живой массы:97"
