year,season,hours,hibernation_hours,distance_km,water_scarcity_hours,organic_scarcity_hours,nitrogen_scarcity_hours,thermal_scarcity_hours,water_min,water_mean,water_max,organic_min,organic_mean,organic_max,electricity_min,electricity_mean,electricity_max,organic_nitrogen_min,organic_nitrogen_mean,organic_nitrogen_max,structural_nitrogen_min,structural_nitrogen_mean,structural_nitrogen_max,heat_min,heat_mean,heat_max,body_temperature_min,body_temperature_mean,body_temperature_max,total_mass_min,total_mass_mean,total_mass_max,activities,actions
1,Winter,2160,744,216.303699,0,0,0,0,1547.686768,2224.98291,2786.724365,255.816208,862.275269,2165.646973,0,181.891907,279.693878,7.098407,12.01009,20.042192,178.884003,180.002625,181.282089,0,0.049251,2.961511,-8.293368,9.09965,18,18401.330078,20262.447266,23121.783203,"Hibernate:248|Travel:303|CollectWater:11|HarvestDryBiomass:139|DryOrganicMatter:10|CollectChitin:9","burn dry organic matter:472|heat caravan:472|reject heat:472|move:258|movement water loss:258|movement organic maintenance:258|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:671|capture dust:367|power intake and harvest:398|generate solar electricity:249|grow Каркас:300|grow Резервуар:300|grow Органическое хранилище:423|harvest dry biomass:387|grow Биореактор / топка:139|grow Парус:265|grow Сборщик сухой массы:131|withdraw surface water:6|grow Охлаждающий орган:10|grow Ростовая ткань:9|collect chitin:4|atrophy Солнечный лист:93|atrophy Водозабор:360|atrophy Снегосборник:360|atrophy Жатка живой массы:360|atrophy Сушильный орган:360|atrophy Электромотор:360|atrophy Тепловой орган:360|spoil wet organic matter:58|grow Солнечный лист:39|collect snow:248|harvest live biomass:248|atrophy Сборщик сухой массы:248|hibernate:248|melt collected snow:62|atrophy Охлаждающий орган:239|atrophy Биореактор / топка:213|atrophy Ростовая ткань:208"
1,Spring,2208,0,414.442393,0,0,0,0,1629.198242,2093.493164,2569.058594,606.451111,763.22467,935.893494,241.672089,276.789581,279.51889,8.032629,9.110669,10.390982,179.93782,180.363571,180.806381,0,0.122424,6.051422,18,18,18,18640.902344,19197.513672,19729.681641,"Travel:442|CollectWater:20|HarvestDryBiomass:261|CollectChitin:13","harvest dry biomass:141|capture dust:525|burn dry organic matter:736|power intake and harvest:578|heat caravan:520|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Сборщик сухой массы:261|grow Органическое хранилище:703|grow Биореактор / топка:261|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|move:342|movement water loss:342|movement organic maintenance:342|grow Парус:442|grow Солнечный лист:442|grow Резервуар:462|grow Каркас:455|generate solar electricity:401|withdraw surface water:10|grow Ростовая ткань:13|collect chitin:6"
1,Summer,2208,0,495.353122,0,0,0,0,1774.188477,2252.221191,2722.38501,667.467957,860.689453,1044.908569,241.478424,276.430603,279.504791,8.904423,10.2617,11.50248,180.807617,181.274597,181.794708,0,0.151023,6.082039,18,18.402176,24.318468,18854.011719,19408.373047,20009.269531,"Travel:467|CollectWater:24|HarvestDryBiomass:230|CollectChitin:15","burn dry organic matter:736|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:467|grow Солнечный лист:467|grow Резервуар:491|grow Органическое хранилище:697|grow Каркас:482|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|move:354|movement water loss:354|movement organic maintenance:354|grow Сборщик сухой массы:230|grow Биореактор / топка:230|harvest dry biomass:124|generate solar electricity:438|power intake and harvest:537|withdraw surface water:12|capture dust:459|grow Ростовая ткань:15|collect chitin:8|heat caravan:31"
1,Autumn,2184,423,364.529103,0,0,0,120,1950.363892,2384.259277,2760.620117,68.236137,957.673218,1952.774658,0,176.0233,279.478638,10.082588,13.837211,16.649122,181.283875,181.75943,182.065109,0,0.20366,4.731358,-6.426313,14.289823,18.000004,19170.478516,21286.802734,22306.220703,"Hibernate:141|Travel:111|CollectWater:19|HarvestLiveBiomass:16|HarvestDryBiomass:55|DryOrganicMatter:383|CollectChitin:3","capture dust:173|burn dry organic matter:201|power intake and harvest:213|reject heat:269|spoil wet organic matter:560|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:676|grow Парус:100|grow Солнечный лист:110|grow Резервуар:106|grow Органическое хранилище:151|grow Каркас:102|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:595|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|heat caravan:542|move:209|movement water loss:209|movement organic maintenance:209|grow Сборщик сухой массы:51|grow Биореактор / топка:51|harvest dry biomass:168|generate solar electricity:300|withdraw surface water:9|harvest live biomass:157|grow Охлаждающий орган:10|grow Ростовая ткань:2|collect chitin:1|enter hibernation:3|collect snow:131|hibernate:141|melt collected snow:41|atrophy Сборщик сухой массы:157|leave hibernation:2"
2,Winter,2160,1416,160.169673,0,0,0,0,2134.204834,2514.544434,2842.386963,1201.718262,1365.918335,1588.731934,0,94.22023,272.730225,14.629295,20.750923,27.40781,178.387039,179.341476,180.715103,0,0.044339,2.096899,-8.697495,2.001078,17.999996,22618.072266,23608.53125,24736.898438,"Hibernate:472|Travel:160|CollectWater:6|HarvestDryBiomass:75|DryOrganicMatter:2|CollectChitin:5","collect snow:472|harvest live biomass:472|harvest dry biomass:545|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|atrophy Солнечный лист:472|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сборщик сухой массы:472|atrophy Сушильный орган:720|atrophy Биореактор / топка:472|atrophy Электромотор:720|atrophy Тепловой орган:648|atrophy Охлаждающий орган:472|atrophy Ростовая ткань:472|hibernate:472|generate solar electricity:219|melt collected snow:129|maintain electrical systems:677|atrophy Парус:441|atrophy Батарея:403|atrophy Органическое хранилище:339|atrophy Резервуар:249|withdraw surface water:9|atrophy Каркас:126|burn dry organic matter:248|heat caravan:248|reject heat:248|power intake and harvest:182|move:126|movement water loss:126|movement organic maintenance:126|grow Сборщик сухой массы:36|grow Органическое хранилище:76|grow Биореактор / топка:36|grow Парус:40|grow Солнечный лист:40|grow Резервуар:40|grow Каркас:41|spoil wet organic matter:1|capture dust:148|grow Ростовая ткань:1|collect chitin:2"
2,Spring,2208,762,558.560505,0,0,0,0,1946.218384,2602.733643,4138.722656,1143.013672,1513.709351,1769.881958,5.704482,175.603287,271.74646,14.035618,22.65966,32.268127,176.527039,176.946793,178.64003,0,0.335743,7.838146,-2.615065,11.841135,17.999996,22017.337891,23945.048828,25546.494141,"Hibernate:254|Travel:153|CollectWater:12|HarvestDryBiomass:132|DryOrganicMatter:156|CollectChitin:29","collect snow:245|harvest live biomass:254|harvest dry biomass:343|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|atrophy Парус:301|atrophy Солнечный лист:269|atrophy Водозабор:736|atrophy Снегосборник:637|atrophy Резервуар:263|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:297|atrophy Сушильный орган:736|atrophy Органическое хранилище:269|atrophy Биореактор / топка:273|atrophy Батарея:279|atrophy Электромотор:736|atrophy Тепловой орган:736|atrophy Охлаждающий орган:280|atrophy Ростовая ткань:270|atrophy Каркас:262|hibernate:254|generate solar electricity:365|melt collected snow:106|leave hibernation:1|burn dry organic matter:482|heat caravan:225|reject heat:482|spoil wet organic matter:482|move:294|movement water loss:294|movement organic maintenance:294|capture dust:250|collect chitin:15|power intake and harvest:303|dry wet organic matter:2|grow Каркас:62|grow Солнечный лист:101|grow Ростовая ткань:9|grow Органическое хранилище:134|grow Биореактор / топка:83|grow Охлаждающий орган:48|grow Парус:49|grow Резервуар:51|grow Сборщик сухой массы:78|withdraw surface water:6"
2,Summer,2208,0,851.566522,0,0,0,0,1947.10498,2328.133057,2721.839111,648.539063,1015.306641,1536.905029,230.98912,266.545227,272.329315,10.681679,12.141793,15.003834,176.452515,176.674591,177.253311,0,0.419507,5.242851,17.999996,17.999996,17.999996,20901.882813,21646.419922,22626.236328,"Travel:250|CollectWater:28|HarvestDryBiomass:202|DryOrganicMatter:247|CollectChitin:9","capture dust:338|burn dry organic matter:736|power intake and harvest:439|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|move:476|movement water loss:476|movement organic maintenance:476|harvest dry biomass:147|generate solar electricity:436|grow Сборщик сухой массы:161|grow Органическое хранилище:331|grow Биореактор / топка:161|grow Солнечный лист:337|grow Охлаждающий орган:167|grow Парус:170|grow Резервуар:186|grow Каркас:177|collect chitin:5|grow Ростовая ткань:7|withdraw surface water:14|heat caravan:21"
2,Autumn,2184,0,825.403917,0,0,0,0,2021.678833,2433.876465,2828.853516,491.686951,1091.682617,1717.372681,183.4245,265.507721,272.719421,11.19219,13.404182,18.232315,177.255478,177.983307,178.395157,0,0.399576,5.113579,17.999996,17.999996,17.999996,20813.884766,21825.779297,23343.818359,"Travel:343|CollectWater:28|HarvestLiveBiomass:10|HarvestDryBiomass:187|DryOrganicMatter:141|CollectChitin:19","capture dust:356|burn dry organic matter:700|power intake and harvest:445|reject heat:700|spoil wet organic matter:605|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Парус:257|grow Солнечный лист:351|grow Резервуар:277|grow Органическое хранилище:418|grow Каркас:273|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:692|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|heat caravan:707|generate solar electricity:321|move:439|movement water loss:439|movement organic maintenance:439|grow Сборщик сухой массы:161|grow Биореактор / топка:161|harvest dry biomass:112|grow Охлаждающий орган:94|withdraw surface water:14|grow Ростовая ткань:16|collect chitin:8|harvest live biomass:10"
3,Winter,2160,0,516.436884,0,744,744,0,2147.804443,2679.40332,3385.501953,450.526428,1333.148682,2272.123779,239.59523,270.426056,272.741943,14.350553,15.870895,17.859604,178.429657,180.680695,185.397247,0,0.178269,5.303066,17.999996,17.999996,17.999996,22148.755859,22882.890625,23479.462891,"Travel:460|CollectWater:24|HarvestDryBiomass:195|DryOrganicMatter:38|CollectChitin:3","harvest dry biomass:180|capture dust:508|burn dry organic matter:720|power intake and harvest:568|heat caravan:720|reject heat:720|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|grow Сборщик сухой массы:130|grow Органическое хранилище:377|grow Биореактор / топка:130|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|move:380|movement water loss:380|movement organic maintenance:380|grow Парус:247|grow Солнечный лист:252|grow Резервуар:258|grow Каркас:250|generate solar electricity:274|withdraw surface water:14|grow Тепловой орган:3|spoil wet organic matter:315|atrophy Тепловой орган:486|grow Охлаждающий орган:5|grow Ростовая ткань:3|collect chitin:2"
3,Spring,2208,0,802.751517,0,0,0,0,2166.798584,2525.956055,2921.366943,812.77063,1180.19751,1581.785034,229.679108,266.805847,272.741791,12.786004,14.092399,15.857247,178.475922,178.731064,179.450485,0,0.427699,6.073936,17.999996,17.999996,17.999996,22011.363281,22763.173828,23411.023438,"Travel:289|CollectWater:30|HarvestDryBiomass:193|DryOrganicMatter:203|CollectChitin:21","burn dry organic matter:736|heat caravan:393|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|capture dust:397|power intake and harvest:464|move:442|movement water loss:442|movement organic maintenance:442|harvest dry biomass:116|generate solar electricity:394|grow Сборщик сухой массы:140|grow Органическое хранилище:297|grow Биореактор / топка:140|grow Парус:157|grow Солнечный лист:287|grow Резервуар:173|grow Каркас:168|grow Охлаждающий орган:130|withdraw surface water:15|grow Ростовая ткань:11|collect chitin:10"
