year,day,elapsed_hours,temperature_c,precipitation_mm_h,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,soil_compaction,dust_gm2,caravan_x,caravan_y,caravan_goal,caravan_distance_cells,caravan_water_mm_cells,caravan_live_gm2_cells,caravan_dry_gm2_cells,caravan_returned_matter_gm2_cells,caravan_returned_nitrogen_gm2_cells,caravan_compaction,caravan_chitin_kg
1,15,360,-9.0650157928466797,0.040323574095964432,0.017551707103848457,52.552272796630859,29.93205451965332,23.979497909545898,24.333902359008789,22.58445930480957,0.00026767773670144379,0.034684475511312485,20,14,WaterSecurity,13.656854629516602,0.069155022501945496,5.0399999618530273,3.5999999046325684,0.47039997577667236,0.02154923789203167,0.050142131745815277,0
1,30,720,-7.2186298370361328,0.041007969528436661,0.013974242843687534,52.888942718505859,29.933284759521484,39.835849761962891,21.18614387512207,22.888439178466797,0.00058181217173114419,0.025601664558053017,18,15,SeasonalOpportunity,41.485282897949219,0.33894878625869751,2.4399988651275635,2.3999996185302734,0.50400000810623169,0.022602071985602379,0.14371320605278015,0
1,45,1080,-4.5725126266479492,0.15801164507865906,0,55.937599182128906,29.962263107299805,52.137344360351562,19.0498046875,22.595401763916016,0.00099712028168141842,0.044476740062236786,5,7,WaterSecurity,56.313709259033203,0.045000001788139343,0.92441749572753906,0.87558078765869141,0.50400000810623169,0.022577978670597076,0.18478426337242126,0
1,60,1440,-1.1056926250457764,0.030815167352557182,0.00086430844385176897,67.554985046386719,32.739479064941406,49.530136108398438,18.126667022705078,21.191896438598633,0.0013797826832160354,0.0432572141289711,5,7,WaterSecurity,0,0,0,1.7999992370605469,0.50400000810623169,0.022113960236310959,0,0
1,75,1800,3.3945446014404297,0.01414034515619278,0.22144767642021179,81.116790771484375,55.846000671386719,14.657144546508789,18.173831939697266,19.308439254760742,0.0020143594592809677,0.018456809222698212,0,19,FollowHarvester,24.526203155517578,0.42199999094009399,1.8000001907348633,0,0.50400000810623169,0.02209140732884407,0.081315509974956512,0
1,90,2160,8.6956195831298828,0.0016274350928142667,0.10209600627422333,78.939071655273438,61.80224609375,0.03281315416097641,20.088960647583008,17.588483810424805,0.0026596623938530684,0.012431378476321697,19,15,FollowHarvester,24.974626541137695,0.083999991416931152,1.7999992370605469,0,0.50400000810623169,0.022832900285720825,0.082436561584472656,64.439567565917969
1,105,2520,12.76262092590332,0.0023424392566084862,0.10451805591583252,78.782035827636719,60.754493713378906,0,24.017444610595703,16.016822814941406,0.003218530211597681,0.018056454136967659,19,15,WaterSecurity,0,0,1.8000001907348633,0,0.50400000810623169,0.023451576009392738,0,0
1,120,2880,17.114871978759766,0,0.05869760736823082,78.447555541992188,59.162162780761719,0,28.615861892700195,14.615987777709961,0.003772050840780139,0.010522153228521347,19,15,WaterSecurity,0,0,1.8000001907348633,0,0.50400000810623169,0.023967774584889412,0,0
1,135,3240,20.276336669921875,0,0.046188224107027054,78.03900146484375,57.529163360595703,0,32.291027069091797,13.685168266296387,0.0043203402310609818,0.0017792078433558345,19,15,WaterSecurity,0,0,1.8000001907348633,0,0.50400000810623169,0.024398472160100937,0,26.872978210449219
1,150,3600,22.574531555175781,0,0.036114905029535294,77.430130004882812,55.964317321777344,0,34.2760009765625,13.528521537780762,0.0048635108396410942,0.0039838850498199463,19,15,WaterSecurity,0,0,1.8000001907348633,0,0.50400000810623169,0.024757828563451767,0,0
