year,day,elapsed_hours,temperature_c,precipitation_mm_h,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,soil_compaction,dust_gm2,caravan_x,caravan_y,caravan_goal,caravan_distance_cells,caravan_water_mm_cells,caravan_live_gm2_cells,caravan_dry_gm2_cells,caravan_returned_matter_gm2_cells,caravan_returned_nitrogen_gm2_cells,caravan_compaction,caravan_chitin_kg
1,15,360,-9.0589332580566406,0.0140620032325387,0.014289510436356068,52.681179046630859,30.34039306640625,10.505938529968262,25.843687057495117,23.46070671081543,2.2919982711755438E-06,0.47957465052604675,162,162,WaterSecurity,2.8284270763397217,0.202684685587883,6.2999997138977051,3.5999999046325684,0.47039997577667236,0.021791126579046249,0.011071067303419113,0
1,30,720,-7.1601996421813965,0.011180686764419079,0.01828957162797451,53.129135131835938,30.341648101806641,10.831843376159668,22.787919998168945,24.322463989257812,5.7460761127003934E-06,0.48574969172477722,173,145,SeasonalOpportunity,49.776718139648438,0.27039957046508789,2.859997034072876,0.71999996900558472,0.50400000810623169,0.023546643555164337,0.17644180357456207,0
1,45,1080,-4.2542171478271484,0.013643829151988029,0,58.041614532470703,30.369226455688477,6.6073455810546875,20.667104721069336,24.219032287597656,8.7377684394596145E-06,0.46206286549568176,171,139,WaterSecurity,17.981409072875977,0,1.7999982833862305,0,0.50400000810623169,0.024045748636126518,0.068953521549701691,0
1,60,1440,-0.53842806816101074,0.0041081518866121769,0,62.673664093017578,30.727439880371094,2.2439937591552734,20.062776565551758,22.675838470458984,1.2716272067336831E-05,0.38791462779045105,171,139,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.024463528767228127,0,0
1,75,1800,3.5796999931335449,0.00068696640664711595,0.0042868857271969318,62.915386199951172,33.309974670410156,0.014423634856939316,20.298812866210938,20.721744537353516,1.8340793758397922E-05,0.30659547448158264,171,139,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.024812109768390656,0,0
1,90,2160,8.7006196975708008,9.8234675533603877E-05,0.0021204415243119001,62.604965209960938,33.822975158691406,0,22.508125305175781,18.932014465332031,2.4017363102757372E-05,0.21487163007259369,171,139,WaterSecurity,0,0,1.654170036315918,0.1458282470703125,0.50400000810623169,0.02500668540596962,0,0
1,105,2520,12.952597618103027,0.00019876299484167248,0.012132175266742706,62.403820037841797,33.897182464599609,0,27.002321243286133,17.297380447387695,2.9640941647812724E-05,0.12100931257009506,171,139,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.025242714211344719,0,0
1,120,2880,16.901649475097656,0,0.0002969021734315902,62.054622650146484,33.891899108886719,0,32.023807525634766,15.814610481262207,3.5210679925512522E-05,0.043508131057024002,171,139,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.025462230667471886,0,0
1,135,3240,20.105791091918945,0,0.00015691238513682038,61.59979248046875,33.862911224365234,0,35.613033294677734,14.932132720947266,4.0841703594196588E-05,0.0059662172570824623,172,142,WaterSecurity,3.1622776985168457,0,1.7999982833862305,0,0.50400000810623169,0.025645386427640915,0.011905694380402565,0
1,150,3600,22.350011825561523,0,0.00014030323654878885,61.0467529296875,33.824569702148438,0,37.241390228271484,14.920557022094727,4.6303535782499239E-05,9.3583141278941184E-05,172,142,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.02579820342361927,0,0
1,165,3960,23.456775665283203,0,0.0006658072816208005,60.439918518066406,33.780849456787109,0,38.283256530761719,15.242277145385742,5.1715083827730268E-05,6.4782665276652551E-07,172,142,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.025925703346729279,0,0
1,180,4320,23.343820571899414,0,0.00016139524814207107,59.810855865478516,33.733264923095703,0,39.368675231933594,15.617484092712402,5.707758100470528E-05,3.8658298784355338E-09,172,142,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.026032084599137306,0,0
1,195,4680,22.008275985717773,0,0.00015243896632455289,59.187335968017578,33.682342529296875,0,40.650104522705078,15.941545486450195,6.2390718085225672E-05,1.7719043246544608E-11,172,142,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.026120848953723907,0,0
1,210,5040,19.427804946899414,0,0.00016170591698028147,58.644329071044922,33.628566741943359,0,43.292549133300781,15.798235893249512,6.7652865254785866E-05,6.3792402621182936E-14,172,142,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.02619490772485733,0,0
1,225,5400,15.996462821960449,0,0.0002210085658589378,58.380657196044922,33.572463989257812,0,48.668479919433594,14.764040946960449,7.2859089414123446E-05,1.7677058801517055E-16,172,142,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.02625669538974762,0,0
1,240,5760,12.012492179870605,0.00015148422971833497,0.00030773202888667583,58.401302337646484,33.514511108398438,0,54.761768341064453,13.501438140869141,7.8229350037872791E-05,3.0088234662400649E-19,174,145,WaterSecurity,6.1622776985168457,0,1.7999982833862305,0,0.50400000810623169,0.026308245956897736,0.023405693471431732,26.258211135864258
1,255,6120,7.8186511993408203,0.00015886734763626009,0.0003701879468280822,58.622509002685547,33.457496643066406,0,59.661060333251953,12.345791816711426,8.3305305452086031E-05,1.792615346524407E-22,174,145,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.026351261883974075,0,0
1,270,6480,2.818436861038208,0.00015091353270690888,0.0010218898532912135,59.015846252441406,33.404716491699219,0,62.057552337646484,11.288273811340332,8.8318556663580239E-05,0.0006529131205752492,174,145,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.026387158781290054,0,0
1,285,6840,-1.0400350093841553,0.00012053432146785781,0.0017248388612642884,59.379611968994141,33.352325439453125,0,62.368953704833984,10.322107315063477,9.3217349785845727E-05,0.016177862882614136,174,145,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.02641710638999939,0,0
1,300,7200,-4.4107322692871094,0.0028329973574727774,0.0039407825097441673,59.751602172851562,33.29974365234375,0.030982494354248047,61.201168060302734,10.540367126464844,9.4346192781813443E-05,0.066147789359092712,174,145,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.026442095637321472,0,0
1,315,7560,-7.0945158004760742,9.3394512077793479E-05,0.0029191630892455578,60.150291442871094,33.246917724609375,0.049854997545480728,56.491771697998047,14.125399589538574,9.4396709755528718E-05,0.14958472549915314,174,145,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.02646292932331562,0,0
1,330,7920,-8.965428352355957,0.0040523530915379524,0.030494431033730507,60.383930206298828,33.186447143554688,0.27074170112609863,50.116447448730469,18.974225997924805,9.5299823442474008E-05,0.24003341794013977,174,145,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.02648029662668705,0,0
1,345,8280,-9.9596309661865234,0.0062909345142543316,0.039496026933193207,60.388851165771484,33.108894348144531,0.89876383543014526,44.159038543701172,22.998912811279297,9.7530071798246354E-05,0.32229155302047729,147,137,SeasonalOpportunity,42.974624633789062,0.38929805159568787,1.7999982833862305,0,0.50400000810623169,0.026494797319173813,0.14343656599521637,50.920154571533203
1,360,8640,-10.046241760253906,0.008242911659181118,0.027168525382876396,60.388168334960938,33.027439117431641,1.6518021821975708,38.901309967041016,26.007217407226562,0.00010020748595707119,0.39679276943206787,153,122,SeasonalOpportunity,55.299182891845703,0.17378334701061249,1.7999982833862305,0,0.50400000810623169,0.026506919413805008,0.19024795293807983,22.680679321289062
1,365,8760,-9.8719396591186523,0.0067792311310768127,0.027414176613092422,60.387962341308594,32.999923706054688,1.7931883335113525,37.291496276855469,26.81254768371582,0.00010127483255928382,0.41433030366897583,174,134,FollowHarvester,24.640775680541992,0.013225812464952469,0.59999942779541016,0,0.1679999977350235,0.0088379764929413795,0.081601932644844055,0
2,15,9120,-8.7526111602783203,0.0079757049679756165,0.036705926060676575,60.387771606445312,32.916858673095703,2.6333622932434082,32.851818084716797,28.71183967590332,0.00010350105003453791,0.45318266749382019,173,135,SeasonalOpportunity,40.672538757324219,0.18972651660442352,1.7999982833862305,0,0.50400000810623169,0.026520015671849251,0.14568135142326355,28.186542510986328
2,30,9480,-6.7705817222595215,0.0069998898543417454,0.013465273194015026,60.650871276855469,32.834556579589844,3.3967735767364502,29.071855545043945,29.814403533935547,0.00010577118518995121,0.46023809909820557,190,139,WaterSecurity,38.619674682617188,0,1.7999982833862305,0,0.50400000810623169,0.026527956128120422,0.14854918420314789,0
2,45,9840,-3.9921128749847412,0.014884386211633682,0.0047267521731555462,61.047321319580078,32.799171447753906,3.8182275295257568,26.623184204101562,29.546394348144531,0.00010576272325124592,0.436857670545578,190,139,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.026534583419561386,0,0
2,60,10200,-0.50762611627578735,0.0056544463150203228,0.038121301680803299,61.855533599853516,33.187976837158203,2.9935531616210938,25.939064025878906,27.617958068847656,0.00010619212844176218,0.3834194540977478,190,139,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.026540109887719154,0,0
2,75,10560,3.5585975646972656,0.00071201799437403679,0.024717537686228752,62.199493408203125,35.364475250244141,0.027911946177482605,26.207443237304688,25.241420745849609,0.00011070739128626883,0.30491355061531067,190,139,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.026544727385044098,0,0
2,90,10920,8.6741237640380859,9.9748438515234739E-05,0.0090638762339949608,61.8865966796875,35.557640075683594,0,28.680557250976562,23.065023422241211,0.00011553983495105058,0.21081635355949402,190,139,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.026548579335212708,0,0
2,105,11280,12.930649757385254,0.0032099869567900896,0.035557348281145096,61.624176025390625,35.503128051757812,0,33.692882537841797,21.077823638916016,0.00012031570076942444,0.11764222383499146,190,139,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.026551790535449982,0,0
2,120,11640,16.867574691772461,0,0.00043890177039429545,61.215110778808594,35.41595458984375,0,39.237003326416016,19.274351119995117,0.00012503040488809347,0.045259810984134674,190,139,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.026554469019174576,0,0
2,135,12000,20.075441360473633,0,0.00028102021315135062,60.663101196289062,35.323818206787109,0,43.088447570800781,18.193815231323242,0.00012979854363948107,0.0057967323809862137,187,139,WaterSecurity,3,0,1.7999982833862305,0,0.50400000810623169,0.026556704193353653,0.011500000022351742,0
2,150,12360,22.317623138427734,0,0.00025156105402857065,60.010921478271484,35.231765747070312,0,44.645965576171875,18.160572052001953,0.00013440463226288557,8.5106585174798965E-05,187,139,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.026558570563793182,0,0
2,165,12720,23.41734504699707,0,0.0016859659226611257,59.306461334228516,35.140102386474609,0,45.485088348388672,18.518600463867188,0.00013896822929382324,5.5623399930482265E-07,187,139,WaterSecurity,0,0,1.7999982833862305,0,0.50400000810623169,0.026560127735137939,0,0
